index,value
2307,-608737
2308,413194
2309,-118425
2310,-688378
2311,-317430
2312,-341329
2313,-177106
2314,-252965
2315,865982
2316,-850734
2317,128930
2318,690096
2319,116364
2320,-378026
2321,-112317
2322,263104
2323,-321108
2324,-24572
2325,628258
2326,-600971
2327,-983905
2328,652956
2329,773661
2330,567905
2331,381444
2332,849927
2333,-705292
2334,-748330
2335,868746
2336,399537
2337,-671532
2338,-680222
2339,-372082
2340,983278
2341,295872
2342,-734975
2343,37459
2344,-526288
2345,-904394
2346,-626829
2347,-974670
2348,-799977
2349,425262
2350,968331
2351,784448
2352,180377
2353,-52838
2354,10360
2355,621975
2356,-514262
2357,589241
2358,-24378
2359,-301353
2360,-104329
2361,43535
2362,20888
2363,119705
2364,694732
2365,734151
2366,402475
2367,241195
2368,-768352
2369,-743385
2370,-50663
2371,-757095
2372,-289934
2373,114221
2374,-474685
2375,-1573
2376,-901340
2377,-534658
2378,138299
2379,97203
2380,83308
2381,140707
2382,-962854
2383,-18970
2384,283358
2385,527304
2386,473799
2387,-120830
2388,944330
2389,153949
2390,-554707
2391,430363
2392,-835844
2393,570856
2394,785698
2395,470020
2396,87940
2397,637061
2398,-607853
2399,767754
2400,674590
2401,-282081
2402,956057
2403,-969091
2404,691607
2405,730595
2406,-554169
2407,668043
2408,-262493
2409,500902
2410,-721858
2411,959698
2412,-521305
2413,699499
2414,968871
2415,-332111
2416,215482
2417,-977597
2418,381005
2419,-628729
2420,-501599
2421,-477549
2422,-283113
2423,-820934
2424,-117846
2425,483929
2426,492373
2427,636274
2428,631282
2429,347241
2430,144723
2431,-476787
2432,-598540
2433,242397
2434,-640105
2435,-730404
2436,585983
2437,324300
2438,70246
2439,-641458
2440,-829687
2441,-804543
2442,293850
2443,668037
2444,-848032
2445,-999184
2446,-124389
2447,-955598
2448,569078
2449,-88036
2450,-970510
2451,908515
2452,202305
2453,780534
2454,-317698
2455,632897
2456,-834151
2457,-136388
2458,-114218
2459,-167550
2460,-264511
2461,940196
2462,739756
2463,-696089
2464,-324573
2465,286359
2466,-7601
2467,-682225
2468,228722
2469,-285719
2470,-802598
2471,-769411
2472,534611
2473,-266879
2474,-327411
2475,-392197
2476,-990131
2477,376847
2478,999382
2479,336907
2480,-131076
2481,-641798
2482,-489694
2483,-909279
2484,872592
2485,-812294
2486,-89344
2487,409683
2488,490125
2489,931150
2490,424127
2491,-343810
2492,-49732
2493,-228622
2494,-265881
2495,148050
2496,743097
2497,489831
2498,-404771
2499,-102372
2500,928750
2501,669186
2502,232886
2503,752913
2504,264182
2505,69828
2506,584205
2507,-578179
2508,-334933
2509,-82028
2510,-12672
2511,927441
2512,294806
2513,-497095
2514,-871775
2515,320657
2516,-509750
2517,-252098
2518,-9961
2519,873270
2520,-84420
2521,597291
2522,500779
2523,-539284
2524,-520149
2525,931346
2526,-805338
2527,952221
2528,-62091
2529,-714855
2530,175808
2531,814334
2532,-89028
2533,18863
2534,-522155
2535,239162
2536,-716317
2537,-425573
2538,-233210
2539,-907258
2540,-344755
2541,506909
2542,248310
2543,-67837
2544,-968110
2545,437743
2546,-171831
2547,987593
2548,-641569
2549,186885
2550,-356730
2551,401152
2552,321625
2553,-949953
2554,665936
2555,-938666
2556,-264041
2557,25883
2558,257727
2559,-18795
2560,-213646
2561,-660607
2562,234811
2563,-141373
2564,-347888
2565,-446509
2566,767088
2567,165878
2568,982496
2569,-378052
2570,929098
2571,756647
2572,-432876
2573,417367
2574,-332611
2575,-165929
2576,18871
2577,-698679
2578,-371359
2579,-386758
2580,-526603
2581,-339846
2582,741854
2583,887575
2584,343189
2585,-549002
2586,39295
2587,109628
2588,-283061
2589,-441904
2590,-737680
2591,-62173
2592,560067
2593,-594646
2594,-923327
2595,882204
2596,-458472
2597,-644440
2598,503929
2599,373722
2600,-392753
2601,-605970
2602,-96219
2603,188182
2604,-194221
2605,-626410
2606,-596470
2607,-926693
2608,-122072
2609,-910850
2610,-59431
2611,191834
2612,-784703
2613,696740
2614,-671774
2615,-290970
2616,-603239
2617,-635142
2618,-780764
2619,861187
2620,-798254
2621,-6319
2622,374775
2623,719728
2624,-762921
2625,-814338
2626,-402678
2627,-577229
2628,928325
2629,-156284
2630,832077
2631,-438860
2632,568731
2633,-781082
2634,465602
2635,405504
2636,-43094
2637,36220
2638,-274208
2639,-666049
2640,43834
2641,629432
2642,-48796
2643,684569
2644,-238335
2645,442209
2646,-967907
2647,338978
2648,283400
2649,-806661
2650,337256
2651,785359
2652,286046
2653,-513431
2654,-554680
2655,-477926
2656,648093
2657,-116753
2658,-109210
2659,-426417
2660,-866086
2661,914827
2662,-79352
2663,-21758
2664,-812057
2665,-699693
2666,467564
2667,-503833
2668,-131690
2669,30867
2670,-955503
2671,-629168
2672,-508397
2673,401020
2674,-324105
2675,-259483
2676,-677776
2677,-765139
2678,-824648
2679,-193523
2680,-900157
2681,529682
2682,532305
2683,306473
2684,141515
2685,156500
2686,594349
2687,-511358
2688,187237
2689,-106299
2690,-272007
2691,-988130
2692,461697
2693,849774
2694,292143
2695,-738598
2696,-209135
2697,648008
2698,-789827
2699,-349382
2700,-935219
2701,-525732
2702,794582
2703,289616
2704,-926809
2705,-948905
2706,-548941
2707,-893208
2708,-363294
2709,367920
2710,477024
2711,655108
2712,-589270
2713,-528395
2714,-490245
2715,-612452
2716,-384375
2717,421935
2718,-756515
2719,201197
2720,-245565
2721,334325
2722,-392716
2723,-79586
2724,917034
2725,-331146
2726,218522
2727,483280
2728,521883
2729,-64974
2730,209416
2731,758754
2732,48710
2733,-116950
2734,227123
2735,-217046
2736,384328
2737,81121
2738,-834751
2739,814289
2740,705817
2741,282693
2742,251937
2743,-207869
2744,584528
2745,802751
2746,-969067
2747,903238
2748,-969431
2749,157145
2750,976904
2751,-246452
2752,-539001
2753,-136439
2754,620791
2755,652188
2756,-721731
2757,-997791
2758,130801
2759,769681
2760,132433
2761,-947271
2762,-161900
2763,27691
2764,-42014
2765,726990
2766,-357870
2767,-308656
2768,-179197
2769,-809253
2770,251011
2771,-283617
2772,276023
2773,-857214
2774,-366150
2775,-927187
2776,89791
2777,-166299
2778,893517
2779,-532211
2780,340009
2781,502374
2782,400842
2783,-923135
2784,402567
2785,476967
2786,448363
2787,5363
2788,673779
2789,-17472
2790,-950538
2791,-556128
2792,-999881
2793,-647948
2794,773064
2795,-756121
2796,-5939
2797,614965
2798,-476995
2799,90849
2800,531058
2801,-777125
2802,-370811
2803,467717
2804,959996
2805,-570913
2806,-831184
2807,459339
2808,795480
2809,-136545
2810,378423
2811,362190
2812,215839
2813,575325
2814,-444550
2815,-778628
2816,-392208
2817,574501
2818,221618
2819,-289640
2820,-178825
2821,317594
2822,-150514
2823,795201
2824,754327
2825,-498181
2826,563357
2827,-216831
2828,-127609
2829,963475
2830,717597
2831,-843654
2832,640096
2833,95704
2834,-777910
2835,782228
2836,552177
2837,-955565
2838,621001
2839,-412902
2840,-178096
2841,775433
2842,60647
2843,595876
2844,-569492
2845,502431
2846,646915
2847,-991228
2848,920132
2849,257652
2850,767313
2851,-61600
2852,-380846
2853,483253
2854,-861087
2855,385447
2856,37007
2857,613379
2858,630712
2859,818057
2860,983459
2861,-389795
2862,-178528
2863,678635
2864,812712
2865,474147
2866,269132
2867,285852
2868,266116
2869,-943873
2870,497975
2871,-825570
2872,-270704
2873,-885783
2874,-84568
2875,949494
2876,226977
2877,698256
2878,381123
2879,812933
2880,-568974
2881,-797215
2882,-462089
2883,760342
2884,402196
2885,-4302
2886,563416
2887,186588
2888,800449
2889,243871
2890,-423099
2891,100095
2892,758457
2893,225328
2894,-412928
2895,601361
2896,644632
2897,-738104
2898,-475162
2899,-162649
2900,-441242
2901,769472
2902,7670
2903,868987
2904,979246
2905,80813
2906,914201
2907,684679
2908,-577343
2909,976454
2910,-532466
2911,-445785
2912,912325
2913,-698525
2914,-50631
2915,-10116
2916,-608156
2917,-465163
2918,-33063
2919,-168967
2920,-390431
2921,39938
2922,-588597
2923,44157
2924,-579164
2925,-556124
2926,-268545
2927,958336
2928,-461845
2929,-109499
2930,-335263
2931,660270
2932,287068
2933,-595344
2934,-112243
2935,-155538
2936,266161
2937,-103022
2938,-614532
2939,-311321
2940,206486
2941,311240
2942,689691
2943,499743
2944,-914670
2945,-851784
2946,-719623
2947,288774
2948,196955
2949,93772
2950,490728
2951,-120395
2952,657361
2953,78188
2954,-415173
2955,74672
2956,-805821
2957,-652746
2958,364020
2959,-194888
2960,918730
2961,-205877
2962,107960
2963,-578738
2964,-339859
2965,110276
2966,157925
2967,-512158
2968,56062
2969,47271
2970,-916479
2971,-328644
2972,207664
2973,-587420
2974,-529825
2975,880259
2976,-121785
2977,-134563
2978,-163587
2979,194840
2980,923598
2981,931327
2982,-605910
2983,-167290
2984,20303
2985,-530965
2986,168252
2987,-802137
2988,-657375
2989,146409
2990,476835
2991,970532
2992,-510985
2993,123147
2994,-974502
2995,665515
2996,791066
2997,-159484
2998,-31124
2999,-965927
3000,-407180
3001,20637
3002,-402727
3003,-534976
3004,717963
3005,-349279
3006,187385
3007,-245809
3008,99343
3009,996363
3010,-115894
3011,608572
3012,-563614
3013,527843
3014,176427
3015,-103339
3016,-111785
3017,854488
3018,-734309
3019,900660
3020,-493023
3021,-78540
3022,-84058
3023,-402792
3024,-1067
3025,941317
3026,-971151
3027,126678
3028,-716409
3029,-90355
3030,-969541
3031,650091
3032,-420446
3033,823291
3034,446127
3035,812097
3036,170547
3037,-672748
3038,-786486
3039,-82519
3040,-69230
3041,124557
3042,-846786
3043,702518
3044,94859
3045,-241881
3046,-233918
3047,741866
3048,-632015
3049,576302
3050,-9389
3051,554443
3052,921096
3053,-813850
3054,-864333
3055,-789856
3056,-316949
3057,728618
3058,-476070
3059,-78526
3060,971005
3061,-479770
3062,164501
3063,926690
3064,-63588
3065,336965
3066,196778
3067,816603
3068,238379
3069,-575404
3070,-408679
3071,-858525
3072,-593180
3073,908641
3074,946762
3075,-405541
3076,567107
3077,279455
3078,-668986
3079,-615074
3080,956028
3081,170715
3082,175054
3083,-278122
3084,56596
3085,-825145
3086,909744
3087,-703742
3088,-243329
3089,277192
3090,-860163
3091,782799
3092,-655584
3093,-88048
3094,391838
3095,990586
3096,-407597
3097,-375682
3098,632810
3099,760633
3100,290213
3101,250288
3102,999355
3103,382458
3104,-14101
3105,302796
3106,-369872
3107,-559828
3108,767105
3109,-271513
3110,606108
3111,768674
3112,150841
3113,680898
3114,735212
3115,-200729
3116,-989273
3117,-279870
3118,-441506
3119,-912378
3120,-981676
3121,-548876
3122,831109
3123,409213
3124,756639
3125,-378541
3126,296887
3127,-64535
3128,-356888
3129,-599956
3130,-81095
3131,-764119
3132,-901639
3133,680994
3134,-269346
3135,66465
3136,291751
3137,265167
3138,-109058
3139,623618
3140,886145
3141,419064
3142,-933092
3143,-42248
3144,-807479
3145,-116252
3146,-632061
3147,105046
3148,347024
3149,-432186
3150,517871
3151,-200738
3152,-177232
3153,-32502
3154,499764
3155,-309239
3156,375538
3157,624187
3158,725312
3159,-705967
3160,-859667
3161,826987
3162,-617139
3163,-656612
3164,50849
3165,704452
3166,-597091
3167,111925
3168,-882763
3169,37287
3170,-275424
3171,860243
3172,60143
3173,-391684
3174,281686
3175,730839
3176,35276
3177,-189122
3178,483052
3179,900391
3180,330419
3181,-59731
3182,-946569
3183,553114
3184,87566
3185,438592
3186,-717350
3187,933541
3188,884749
3189,965882
3190,-748971
3191,-380919
3192,227453
3193,-66614
3194,933451
3195,-113514
3196,377124
3197,-780234
3198,437409
3199,-675693
3200,-495824
3201,522199
3202,169401
3203,-892290
3204,-814622
3205,-563550
3206,-467043
3207,-115357
3208,-635110
3209,-885794
3210,-809473
3211,-687797
3212,-799496
3213,-511614
3214,834311
3215,-426043
3216,991912
3217,-592385
3218,-841818
3219,61013
3220,319090
3221,-528959
3222,592312
3223,-116567
3224,984458
3225,908205
3226,-353761
3227,-186556
3228,258034
3229,-857067
3230,267078
3231,813945
3232,669470
3233,-70575
3234,-868679
3235,-342566
3236,799359
3237,746387
3238,-937338
3239,662446
3240,-280569
3241,835493
3242,-544080
3243,202858
3244,-443662
3245,398948
3246,855684
3247,29854
3248,177812
3249,828486
3250,461373
3251,-241694
3252,636527
3253,999094
3254,520908
3255,-823896
3256,145296
3257,-498957
3258,133461
3259,518879
3260,-256506
3261,-461549
3262,-69024
3263,70105
3264,957322
3265,-743733
3266,619522
3267,360736
3268,68119
3269,716840
3270,368859
3271,-270968
3272,-181422
3273,-679997
3274,-250932
3275,-741935
3276,-619364
3277,-654201
3278,-378195
3279,568128
3280,-479743
3281,256899
3282,-752796
3283,197130
3284,278877
3285,39819
3286,635071
3287,619873
3288,306325
3289,-864510
3290,-981417
3291,27851
3292,-29768
3293,801475
3294,-397798
3295,-66770
3296,-96383
3297,-797041
3298,184586
3299,-413826
3300,-627721
3301,827891
3302,-511154
3303,669588
3304,-794244
3305,-250
3306,638049
3307,230345
3308,771058
3309,-139775
3310,268440
3311,662491
3312,-134898
3313,79275
3314,-612562
3315,549233
3316,823553
3317,-245513
3318,-114603
3319,-616452
3320,-294217
3321,718844
3322,-604840
3323,476185
3324,-718666
3325,-578260
3326,768224
3327,-933024
3328,-375987
3329,39264
3330,406160
3331,854445
3332,780954
3333,612955
3334,207272
3335,-820204
3336,481495
3337,454377
3338,-238407
3339,-173356
3340,-553733
3341,-629755
3342,-92277
3343,-913149
3344,821181
3345,889486
3346,175466
3347,-651644
3348,-330540
3349,391580
3350,365502
3351,-137446
3352,-57016
3353,-38257
3354,-45474
3355,307296
3356,-892596
3357,-451012
3358,397900
3359,43724
3360,-389916
3361,998061
3362,606061
3363,-962524
3364,548325
3365,-118082
3366,852020
3367,797272
3368,-735326
3369,109610
3370,-908984
3371,993918
3372,610650
3373,466931
3374,211819
3375,200532
3376,420049
3377,-770622
3378,232460
3379,681972
3380,356227
3381,-846263
3382,-840135
3383,-117741
3384,-994522
3385,-557805
3386,-489359
3387,774619
3388,-214084
3389,19023
3390,434307
3391,242663
3392,-157719
3393,-672909
3394,931763
3395,-166754
3396,477550
3397,697452
3398,658818
3399,913052
3400,-707020
3401,-578252
3402,-498906
3403,535951
3404,-486026
3405,-992001
3406,635109
3407,-853220
3408,432213
3409,-421240
3410,-635871
3411,-425337
3412,448745
3413,-859377
3414,-271928
3415,855271
3416,-504640
3417,-9353
3418,-16098
3419,-313310
3420,943824
3421,760328
3422,748346
3423,916972
3424,208674
3425,726378
3426,357524
3427,81050
3428,-672825
3429,-85179
3430,-329377
3431,13271
3432,-395747
3433,-417301
3434,434884
3435,-773476
3436,-431199
3437,-788498
3438,588670
3439,589543
3440,-61023
3441,472829
3442,-890354
3443,-508251
3444,-224676
3445,829284
3446,-956952
3447,-472430
3448,-392203
3449,681392
3450,-298045
3451,494093
3452,127964
3453,585960
3454,793318
3455,373840
3456,-151172
3457,-659323
3458,-512586
3459,-673038
3460,369450
3461,-751892
3462,887323
3463,153477
3464,-1407
3465,154911
3466,-905807
3467,201942
3468,-34920
3469,820975
3470,792696
3471,-842286
3472,825082
3473,-203518
3474,546884
3475,907901
3476,17023
3477,-841695
3478,-672421
3479,-312503
3480,566261
3481,-386879
3482,229122
3483,516395
3484,568687
3485,67548
3486,-956640
3487,-93146
3488,570625
3489,-890259
3490,771119
3491,-238072
3492,928051
3493,-522
3494,787909
3495,-351189
3496,246952
3497,-775158
3498,-38184
3499,-991392
3500,320
3501,166289
3502,548222
3503,389553
3504,-195530
3505,514508
3506,30441
3507,-571377
3508,816472
3509,-951085
3510,-713785
3511,-412586
3512,265737
3513,159024
3514,-327949
3515,-452689
3516,533215
3517,962112
3518,701330
3519,995198
3520,576315
3521,108577
3522,-364340
3523,-694119
3524,934817
3525,814257
3526,143588
3527,-910762
3528,-647829
3529,85327
3530,325551
3531,41889
3532,296861
3533,498782
3534,-140685
3535,-786912
3536,52320
3537,-935794
3538,247810
3539,-101409
3540,-79270
3541,98379
3542,-462983
3543,988533
3544,-595592
3545,221153
3546,-110103
3547,-649866
3548,16718
3549,133769
3550,68229
3551,133747
3552,416418
3553,-391481
3554,568820
3555,-960094
3556,-278715
3557,232535
3558,-987976
3559,665812
3560,-197699
3561,415678
3562,-542693
3563,832283
3564,654176
3565,233675
3566,712065
3567,454603
3568,-516283
3569,-427676
3570,-647770
3571,-827132
3572,893127
3573,262379
3574,949984
3575,-426755
3576,808872
3577,-565632
3578,-72765
3579,86115
3580,173499
3581,358453
3582,-280020
3583,98214
3584,546535
3585,-416950
3586,-379376
3587,297467
3588,519737
3589,-507793
3590,860157
3591,-855689
3592,893729
3593,878654
3594,984536
3595,-252083
3596,257365
3597,-388597
3598,330806
3599,93877
3600,307261
3601,269657
3602,231596
3603,818571
3604,465731
3605,-654392
3606,630709
3607,-28789
3608,-347615
3609,684599
3610,712552
3611,-469303
3612,-797703
3613,426401
3614,-516367
3615,-547004
3616,109599
3617,-418721
3618,-400195
3619,-93211
3620,-387656
3621,402988
3622,129507
3623,425073
3624,-662679
3625,496719
3626,566385
3627,288472
3628,960906
3629,-392272
3630,82174
3631,-609262
3632,693091
3633,-42483
3634,820971
3635,624554
3636,-552567
3637,-966134
3638,-957295
3639,-527416
3640,639811
3641,790369
3642,-767046
3643,-998561
3644,-176485
3645,21884
3646,-592897
3647,-136116
3648,-957406
3649,-693391
3650,-779113
3651,-18312
3652,-510362
3653,423661
3654,939384
3655,195369
3656,-775797
3657,6558
3658,-82189
3659,519503
3660,-987888
3661,-847902
3662,-714697
3663,-665563
3664,966268
3665,-753019
3666,499821
3667,-243791
3668,43864
3669,116536
3670,-230183
3671,729375
3672,-73738
3673,412116
3674,909424
3675,118663
3676,-145599
3677,-120400
3678,274363
3679,266185
3680,-831307
3681,975451
3682,-16031
3683,2850
3684,-932282
3685,824351
3686,-963289
3687,820252
3688,851088
3689,844413
3690,248212
3691,982902
3692,677025
3693,-947942
3694,682059
3695,-37670
3696,-406973
3697,87080
3698,707265
3699,-21175
3700,-584183
3701,589497
3702,640306
3703,208680
3704,268836
3705,-687026
3706,-647631
3707,-103929
3708,420887
3709,230132
3710,-104924
3711,248552
3712,-835274
3713,-7694
3714,621634
3715,472399
3716,466167
3717,-681235
3718,305627
3719,-383415
3720,146336
3721,719182
3722,-162270
3723,10303
3724,656055
3725,458530
3726,-669635
3727,-933259
3728,149886
3729,-346034
3730,882035
3731,994836
3732,-521726
3733,-762586
3734,918522
3735,-581000
3736,-874487
3737,721951
3738,-879042
3739,80152
3740,-266920
3741,-323040
3742,-732903
3743,905806
3744,982931
3745,-256581
3746,92441
3747,-478246
3748,-988157
3749,-786081
3750,-380054
3751,448429
3752,-48227
3753,-457990
3754,-910422
3755,-184628
3756,-62670
3757,-774285
3758,851485
3759,468942
3760,-292878
3761,-608842
3762,831962
3763,-891279
3764,611496
3765,-403540
3766,99056
3767,162997
3768,157984
3769,746513
3770,-726150
3771,625285
3772,-291714
3773,-695398
3774,674959
3775,145253
3776,-792943
3777,829274
3778,-104500
3779,92514
3780,365494
3781,477703
3782,367250
3783,440265
3784,418737
3785,-783205
3786,63568
3787,-407093
3788,-783075
3789,-799569
3790,964563
3791,-459857
3792,609028
3793,530339
3794,-298304
3795,-557211
3796,258167
3797,511949
3798,13067
3799,320843
3800,428476
3801,-517543
3802,-528814
3803,365464
3804,43785
3805,4164
3806,891136
3807,477884
3808,-825712
3809,198582
3810,-906505
3811,-743015
3812,851387
3813,710068
3814,623917
3815,-528413
3816,-859540
3817,119387
3818,-287065
3819,304923
3820,-454783
3821,683683
3822,-88679
3823,249234
3824,269643
3825,410984
3826,-792692
3827,-278712
3828,230637
3829,-878061
3830,-990208
3831,-641453
3832,995516
3833,434416
3834,-213921
3835,-693595
3836,102966
3837,867086
3838,882285
3839,301025
3840,-187205
3841,916928
3842,280579
3843,-860099
3844,-570932
3845,-954457
3846,-821755
3847,-630570
3848,479040
3849,973051
3850,339160
3851,589125
3852,-68318
3853,-723957
3854,-540316
3855,484515
3856,-943246
3857,-202299
3858,-715328
3859,840224
3860,526947
3861,645458
3862,993631
3863,-652406
3864,537420
3865,-997693
3866,188759
3867,-897636
3868,-602871
3869,-412211
3870,268949
3871,468553
3872,-868277
3873,-989309
3874,919330
3875,-658235
3876,-862966
3877,-513510
3878,-195258
3879,-334145
3880,-579556
3881,234515
3882,491030
3883,376317
3884,404706
3885,-818345
3886,-305677
3887,-304579
3888,655237
3889,-463188
3890,317170
3891,67218
3892,-702281
3893,-303760
3894,545210
3895,-793295
3896,220654
3897,-164680
3898,31473
3899,316982
3900,119694
3901,853922
3902,-117843
3903,-247302
3904,-775280
3905,652744
3906,206294
3907,903120
3908,360642
3909,14404
3910,-666781
3911,50720
3912,3645
3913,299171
3914,-269972
3915,177173
3916,-151494
3917,506354
3918,-172151
3919,628705
3920,203141
3921,-740818
3922,-901855
3923,-288192
3924,189470
3925,-482369
3926,-831585
3927,953260
3928,-670796
3929,9841
3930,-740947
3931,442218
3932,-756188
3933,605944
3934,904124
3935,370200
3936,39661
3937,-637227
3938,198328
3939,692501
3940,-349185
3941,666271
3942,620523
3943,-48449
3944,569432
3945,-60343
3946,-637774
3947,999651
3948,-62338
3949,-834109
3950,895720
3951,-453281
3952,-338065
3953,534244
3954,53193
3955,843762
3956,216676
3957,307807
3958,-673129
3959,-142944
3960,451210
3961,178107
3962,-715318
3963,-322265
3964,157896
3965,-830795
3966,212220
3967,-319351
3968,396188
3969,-857531
3970,947838
3971,-348608
3972,934538
3973,-171927
3974,836926
3975,89493
3976,-380217
3977,-510457
3978,-243071
3979,-604121
3980,308605
3981,554564
3982,-712545
3983,-631805
3984,306021
3985,-108973
3986,381296
3987,268602
3988,801650
3989,-296387
3990,-225858
3991,-925344
3992,515732
3993,-71003
3994,-647962
3995,55242
3996,225944
3997,-734933
3998,-825998
3999,807150
4000,913228
4001,-124715
4002,432917
4003,-877454
4004,-129364
4005,-965171
4006,-177381
4007,395977
4008,234941
4009,-848252
4010,-573098
4011,747037
4012,590654
4013,332059
4014,314770
4015,153052
4016,501955
4017,107679
4018,39601
4019,218318
4020,497622
4021,-812341
4022,931905
4023,209940
4024,861443
4025,-695695
4026,-613830
4027,951900
4028,-927335
4029,-924182
4030,945201
4031,670502
4032,52083
4033,-181021
4034,-912623
4035,-968101
4036,-530011
4037,741843
4038,584240
4039,-423230
4040,570506
4041,-241515
4042,-57139
4043,-189906
4044,828584
4045,-866233
4046,778858
4047,693201
4048,124005
4049,-493958
4050,721058
4051,535997
4052,-324946
4053,-763697
4054,-373024
4055,76147
4056,108887
4057,-16490
4058,-655787
4059,-12958
4060,227310
4061,588439
4062,667090
4063,-141921
4064,189782
4065,699375
4066,954248
4067,337048
4068,238795
4069,-571416
4070,160491
4071,808040
4072,-385095
4073,36963
4074,650676
4075,-231219
4076,-6098
4077,-495032
4078,-938393
4079,-803530
4080,-250473
4081,197908
4082,109250
4083,465251
4084,-589068
4085,331363
4086,72354
4087,-659561
4088,-690025
4089,-216690
4090,-962544
4091,-849212
4092,541165
4093,871351
4094,-590832
4095,-731126
